"","NDVI_median","Percent_Water","Percent_Developed","Percent_Forest","Percent_Pasture","Land_Surface_Temp","Year_built","Median_income_BG","Percent_FRPM","Staff","Students_with_Disabilities","Asthma_Rates","COVID_infections","Pollution_Burden","Chronic_Absenteeism","retrofit","ndvi_median_binary","retrofit_and_ndvi"
"19646300000000_1043",0.25,0,100,0,0,37.73,1959,130559,49,10.13,241,55.46,34.92,45.82,28.55,0,1,0
"30665200000000_1103",0.25,1.06,98.94,0,0,37.89,2015,95625,66,9.29,1523.5,42.9,22.48,40.94,17.65,0,1,0
"30664600000000_1158",0.25,0.64,98.8,0,0.56,38.03,2003,122679,58,17.01,221,50.87,22.48,50.52,11.7,0,1,0
"36750500000000_1159",0.25,5.18,65.18,0,29.64,41.65,1976,90000,83,91.62,13,52.57,34.92,37.11,25.3,0,1,0
"33670900000000_1189",0.25,0,76.61,0,23.39,40.2,1992,84805,48,11.61,278.5,38.86,31.72,63.21,21.65,0,1,0
"33669900000000_1295",0.25,0,20.97,0,79.03,41.52,1949,36750,89,19.78,205,101.72,31.72,51.02,41.15,0,1,0
"19643000000000_1415",0.25,0,100,0,0,41.04,1992,75625,90,10.49,199,42.57,34.92,71.36,22.9,0,1,0
"19648400000000_1490",0.25,0,98.27,0,1.73,38.46,1936,83571,81,20.29,205,57.55,34.92,46.59,13,0,1,0
"19734400000000_1532",0.25,0,100,0,0,39.77,1925,130250,89,17.13,148.5,92.82,34.92,68.8,26.75,0,1,0
"36678200000000_1561",0.25,0,98.72,0,1.28,38.36,1934,84643,71,12.11,13,62.92,34.44,43.56,19.1,0,1,0
"30666100000000_1639",0.25,0,97.77,0,2.23,35.88,2001,77500,35,19.69,278.5,23.47,22.48,48.4,26.15,0,1,0
"19650400000000_1746",0.25,0,99.9,0,0.1,38.64,1937,75000,88,14.19,1523.5,47.14,34.92,50.72,19.45,0,1,0
"19650400000000_1747",0.25,0,100,0,0,38.64,1937,75000,88,14.19,13,47.14,34.92,50.72,19.45,0,1,0
"19650400000000_1748",0.25,0,100,0,1.39,38.64,1937,75000,88,14.19,13,47.14,34.92,50.72,19.45,0,1,0
"30665200000000_1788",0.25,0,100,0,0,37.52,2017,47813,66,10.22,1523.5,36.99,22.48,42.28,14.6,0,1,0
"19647700000000_1794",0.25,0,100,0,0,39.2,2011,37589,39,19.07,336,62.82,34.92,59.47,43.3,0,1,0
"19648100000000_1813",0.25,0,98.7,0,1.3,40.64,2002,83519,68,26.47,13,35.41,34.92,40.26,0.3,0,1,0
"30665200000000_1859",0.25,0,98.23,0,1.77,37.52,2018,97083,66,7.01,241,37.07,22.48,35.75,47.45,0,1,0
"19753300000000_1930",0.25,0,100,0,0,34.96,1991,165500,3,26.38,645,12.44,34.92,56.04,4.7,0,1,0
"33672300000000_1954",0.25,1.9,84.98,0,13.12,38.79,2007,55124,71,20.18,32.5,40.53,31.72,33.33,18.4,0,1,0
"33671200000000_1963",0.25,0,93.63,0,6.37,41.08,2002,77955,49,14.17,14.5,56.33,31.72,29.63,31.25,0,1,0
"33671200000000_1964",0.25,0,64.35,0,31.26,41.08,1954,77955,49,14.17,205,56.33,31.72,29.63,31.25,0,1,0
"15638300000000_2015",0.25,0,48.96,0,51.04,39.97,2007,42200,29,0.75,241,62.2,27.08,43.26,96.35,0,1,0
"36677900000000_2075",0.25,0,99.36,0,0.64,38.03,1959,92321,54,16.38,271.5,54.05,34.44,57.86,25.65,0,1,0
"36677900000000_2076",0.25,0,100,0,5.43,38.03,1993,92321,54,16.38,1894.5,54.05,34.44,57.86,25.65,0,1,0
"15638300000000_2139",0.25,0,2.94,0,97.06,39.59,1993,23750,29,2.8,16,62.2,27.08,43.26,33.55,0,1,0
"54718400000000_2153",0.25,0,98.62,0,1.38,40.91,2010,33313,80,10.69,38.5,61.64,28.45,45.9,30.85,0,1,0
"15638300000000_2184",0.25,0,100,0,0,39.34,1993,68723,29,19.78,241,62.2,27.08,43.26,10.65,0,1,0
"54720700000000_2221",0.25,0,100,0,0,40.09,1973,38515,0,19.34,220,61.64,28.45,46.22,64.05,0,1,0
"19649200000000_2236",0.25,0,99.79,0,0.21,34.82,1955,79167,0,13.5,241,20.23,34.92,40.91,7.95,0,1,0
"19647700000000_2242",0.25,0,100,0,0,39.14,1938,65179,39,9.47,38.5,67.6,34.92,67.58,40.1,0,1,0
"54720700000000_2251",0.25,0,100,0,5.02,40.09,1953,38515,0,15.52,13,61.64,28.45,46.22,70.4,0,1,0
"54720700000000_2254",0.25,0,87.78,0,0.59,40.09,1947,38515,0,11.37,241,61.64,28.45,46.22,19.45,0,1,0
"54720700000000_2255",0.25,0,100,0,9.14,40.09,1995,38515,0,18,578.5,61.64,28.45,46.22,22.3,0,1,0
"19647900000000_2274",0.25,0,100,0,0,39.3,2019,58657,61,15.39,615,46.9,34.92,68.87,14.1,0,1,0
"33671700000000_2276",0.25,0,98.89,0,1.11,44.53,2000,66750,96,97,205,49.27,31.72,21.81,24.35,0,1,0
"33672000000000_2369",0.25,0,56.51,0,43.49,44.09,2008,66750,69,19.3,13,56.63,31.72,49.95,21.4,0,1,0
"19647900000000_2461",0.25,0,100,0,0,39.27,2011,58657,61,26.27,85.5,46.9,34.92,68.87,16.75,0,1,0
"54720700000000_2491",0.25,0,100,0,0,40.05,1986,29299,0,11.37,1523.5,61.64,28.45,44.85,25.5,0,1,0
"19647900000000_2507",0.25,0,100,0,0,39.3,2001,58657,61,11.29,241,46.9,34.92,68.87,26.05,0,1,0
"19770200000000_2521",0.25,0,100,0,0,37.77,2016,80739,0,29.31,241,61.64,34.92,49.58,12.8,0,1,0
"19753400000000_2556",0.25,0,100,0,0,33.91,2008,169403,22,0.75,20747,16.47,34.92,49.83,93.3,0,1,0
"30665300000000_2584",0.25,0,100,0,0,34.26,1928,129750,30,12.25,42,27.13,22.48,44.02,18.3,0,1,0
"19645300000000_2613",0.25,0,100,0,0,38.98,1991,85952,76,23.38,98.5,57.49,34.92,57.74,18.75,0,1,0
"30665200000000_2646",0.25,0,100,0,0,37.64,1992,54865,66,28.2,241,45.41,22.48,52.57,21.4,0,1,0
"19753300000000_2722",0.25,0,100,0,0,33.64,1925,227857,3,26.38,27.5,13.27,34.92,47.34,3.65,0,1,0
"19648100000000_2849",0.25,0,98.88,0,1.12,39.36,1995,81458,68,9.89,615,35.93,34.92,66.91,11.35,0,1,0
"19643000000000_2875",0.25,0,100,0,0,37.92,1937,97604,90,9.38,13,61.64,34.92,49.58,29.4,0,1,0
"19643000000000_2876",0.25,0,100,0,0,37.92,2012,97604,90,9.38,16,61.64,34.92,49.58,29.4,0,1,0
"19734400000000_3012",0.25,0,100,0,0,40.14,1976,52204,89,13.35,32.5,131.07,34.92,54,7.15,0,1,0
"19734400000000_3014",0.25,0,100,0,0,39.89,2003,66648,89,14.36,205,95.67,34.92,50.51,29.1,0,1,0
"19734400000000_3016",0.25,0,100,0,1.51,39.89,2010,66648,89,14.36,13,95.67,34.92,50.51,29.1,0,1,0
"19647700000000_3026",0.25,0,100,0,0,38.96,2006,51991,39,31.45,241,56.87,34.92,50.59,34,0,1,0
"33670900000000_3066",0.25,0,96.5,0,3.5,38.61,1958,45913,48,14.08,1894.5,57.33,31.72,52.7,35.75,0,1,0
"33670900000000_3067",0.25,0,100,0,1.11,38.61,1958,77383,48,14.08,241,57.33,31.72,52.7,35.75,0,1,0
"30665300000000_3071",0.25,0,100,0,0,35.08,1993,130000,30,15.35,42,31.91,22.48,33.24,5.7,0,1,0
"30665300000000_3072",0.25,0,90.36,0,14.37,35.08,1999,130000,30,15.35,42,31.91,22.48,33.24,5.7,0,1,0
"33671200000000_3158",0.25,0,68.81,0,31.19,36.92,1992,67891,49,20.38,13,54,31.72,44.7,26.15,0,1,0
"19643000000000_3253",0.25,0,100,0,0,37.77,2008,97604,90,8.1,1894.5,61.64,34.92,49.58,73.85,0,1,0
"19643000000000_3254",0.25,0,97.5,0,0,37.77,2008,97604,90,8.1,164,61.64,34.92,49.58,73.85,0,1,0
"19643000000000_3255",0.25,0,96.03,0,0,37.77,2008,97604,90,8.1,1894.5,61.64,34.92,49.58,73.85,0,1,0
"36677100000000_3313",0.25,0,98.58,0,1.42,37.47,2006,65881,82,79.42,241,35.54,34.44,42.51,20.85,0,1,0
"36677100000000_3314",0.25,0,98.98,0,0,37.47,2006,108904,82,79.42,1523.5,35.54,34.44,42.51,20.85,0,1,0
"19643000000000_3331",0.25,0,100,0,0,41.05,2006,50057,90,11.17,241,41.82,34.92,59.35,18.3,0,1,0
"19644500000000_3347",0.25,0,100,0,0,38.52,1934,53105,75,20.58,23,40.17,34.92,52.96,26,0,1,0
"30103100000000_3451",0.25,0,100,0,0,38.84,2018,83403,83,17.25,220,27.92,22.48,57.04,13.95,0,1,0
"30103100000000_3452",0.25,0,100,0,0,38.84,2018,83403,83,17.25,361.5,27.92,22.48,57.04,27.25,0,1,0
"30103100000000_3453",0.25,0,100,0,0,38.91,2018,83403,83,17.25,361.5,27.92,22.48,57.04,15.3,0,1,0
"30103100000000_3454",0.25,0,100,0,0,39.09,2018,91263,83,17.25,164,27.92,22.48,57.04,10.35,0,1,0
"30103100000000_3455",0.25,0,96.48,0,0,39.09,2018,91263,83,17.25,1894.5,27.92,22.48,57.04,33.35,0,1,0
"33670800000000_3568",0.25,0,77.04,0,22.96,39.23,1992,65323,92,28.35,205,69.41,31.72,26.36,35.4,0,1,0
"30665500000000_3580",0.25,0,100,0,0,35.55,2012,122054,32,7.12,241,31.49,22.48,46.49,44.3,0,1,0
"33670900000000_3582",0.25,0,92.8,0,7.2,38.29,1959,86344,48,13.05,23,51.79,31.72,52.21,24.95,0,1,0
"19734600000000_3588",0.25,0,98.48,0,1.52,38.58,1993,87688,21,11.55,241,26.46,34.92,40.7,6.05,0,1,0
"33671200000000_3626",0.25,0,86.12,0,13.88,40.9,2002,63616,49,55.91,1523.5,58.75,31.72,23.97,25.45,0,1,0
"19644500000000_3664",0.25,0,100,0,0,38.51,1997,76250,75,15.82,241,50.47,34.92,53.63,36.1,0,1,0
"36678800000000_3665",0.25,0,95.43,0,4.57,41.54,1978,75625,88,14.38,13,62.02,34.44,41.96,32.45,0,1,0
"19647700000000_3804",0.25,0,100,0,0,38.33,1999,77383,39,27.69,15,65.97,34.92,64.01,30.9,0,1,0
"56726500000000_20",0.26,0.61,75.98,0,23.41,36.41,1980,83060,60,18.09,241,30.44,26.69,39.38,25.35,0,1,0
"19644500000000_43",0.26,0,100,0,0,38.89,1952,109881,75,38.89,241,40.17,34.92,52.96,31.15,0,1,0
"54719000000000_54",0.26,0,100,0,0,39.16,1892,39477,96,6,14.5,45.41,28.45,46.49,23.85,0,1,0
"56726500000000_85",0.26,0,100,0,0,34.83,1980,88859,60,16.35,504.5,40.5,26.69,42.36,22.8,0,1,0
"19102000000000_89",0.26,0,99.52,0,0.48,37.99,2017,94594,100,2.5,13,100.97,34.92,41.73,34.9,0,1,0
"19102000000000_90",0.26,0,82.75,0,37.31,37.99,2017,94594,100,2.5,32.5,100.97,34.92,41.73,27.7,0,1,0
"19102000000000_91",0.26,0,94.33,0,26.02,37.99,2017,94594,100,2.5,13,100.97,34.92,41.73,29.75,0,1,0
"19645400000000_104",0.26,0,97.85,0,2.15,34.36,1980,113235,39,0.25,53.5,22.13,34.92,56.22,30,0,1,0
"19643800000000_120",0.26,0,99.28,0,0.72,38.17,2011,85972,65,2.97,199,55.22,34.92,45.61,78,0,1,0
"36678400000000_194",0.26,0.16,79.74,0,20.1,40.05,2004,110833,67,15.54,205,54.02,34.44,39.88,9.75,0,1,0
"36678800000000_261",0.26,0,100,0,0,40.58,1989,20307,88,12.14,13,68.59,34.44,45.85,41.15,0,1,0
"36678800000000_262",0.26,1.23,99.08,0,1.67,40.58,1989,20307,88,12.14,38.5,68.59,34.44,45.85,41.15,0,1,0
"19648700000000_362",0.26,0,99.92,0,0.08,38.02,1980,88977,6,16.45,55,90.76,34.92,60.24,39.05,0,1,0
"19648700000000_363",0.26,0,100,0,2.03,38.02,1980,88977,6,16.45,1894.5,90.76,34.92,60.24,39.05,0,1,0
"19644500000000_371",0.26,0,100,0,0,38.67,1924,67721,75,7.45,241,47.51,34.92,63.18,21.85,0,1,0
"19646300000000_401",0.26,0,96.88,0,3.12,37.61,1956,66806,49,13,32.5,84.01,34.92,38.19,37.35,0,1,0
"36678800000000_425",0.26,0,70.68,0,29.32,38.72,1997,87894,88,20.66,205,75.31,34.44,41.96,21.2,0,1,0
"30666100000000_467",0.26,0,97.21,0,2.79,36.2,1965,133438,35,15.82,13,39.42,22.48,46.62,8.5,0,1,0
"36678400000000_480",0.26,0,99.28,0,0.72,40.53,1964,63831,67,20.68,241,56.11,34.44,60.75,21.2,0,1,0
"30736500000000_526",0.26,0,98.88,0,1.12,37.98,1974,98250,19,18.55,38.5,14.07,22.48,48.12,8.3,0,1,0
"19734400000000_545",0.26,0,100,0,0,40.07,1896,31607,89,46.95,241,95.67,34.92,65.3,36,0,1,0
"36678800000000_606",0.26,0,96.75,0,3.25,41.28,1965,63170,88,22.3,14.5,90.04,34.44,42.12,33.85,0,1,0
"36678800000000_630",0.26,0,98.18,0,1.82,39.33,1959,41827,88,18.21,205,123.59,34.44,43.5,31.95,0,1,0
"36678800000000_632",0.26,0,91.92,0,0,39.33,1959,41827,88,18.21,14.5,123.59,34.44,43.5,31.95,0,1,0
"36678800000000_633",0.26,0,100,0,1.03,39.33,1959,41827,88,18.21,205,123.59,34.44,43.5,31.95,0,1,0
"36678800000000_634",0.26,0,99.52,0,18.43,39.33,1959,41827,88,18.21,32.5,123.59,34.44,43.5,31.95,0,1,0
"19645010000000_681",0.26,0,100,0,0,38.24,1921,75278,84,13.35,42,73.28,34.92,59.34,13.65,0,1,0
"19642120000000_687",0.26,0,98.58,0,1.42,35.7,1962,112500,40,42.73,42,28.55,34.92,58.86,13.8,0,1,0
"19647740000000_726",0.26,0,100,0,0,38.83,2003,58101,0,7.33,361.5,60.14,34.92,54.21,26.85,0,1,0
"33670900000000_789",0.26,0,95.93,0,4.07,38.21,1867,39659,48,46.95,241,57.33,31.72,52.7,26.1,0,1,0
"19644500000000_820",0.26,0,97.92,0,2.08,38.98,1968,76028,75,5.51,42,50.6,34.92,51.42,27.2,0,1,0
"19644500000000_821",0.26,0,99.26,0,0,38.98,1992,64628,75,14.13,264,50.6,34.92,51.42,24.4,0,1,0
"19644500000000_822",0.26,0,100,0,0,38.98,1999,67305,75,16.8,241,50.6,34.92,51.42,40,0,1,0
"19645400000000_905",0.26,0,100,0,0,34.27,1927,113235,39,22.12,278.5,22.71,34.92,55.79,6.05,0,1,0
"33751800000000_924",0.26,0,84.65,0,15.35,40.78,1891,87554,64,62.54,205,46.72,31.72,34.3,21.7,0,1,0
"33672000000000_936",0.26,0,56.92,0,43.08,42.23,2002,79821,69,13.51,38.5,54.1,31.72,59.35,43.3,0,1,0
"30665200000000_938",0.26,0,98.81,0,1.19,37.42,2007,144688,66,11.53,145,24.75,22.48,52.02,18.3,0,1,0
"30666200000000_961",0.26,0,100,0,0,39.79,1993,67891,10,30.14,241,32.73,22.48,41.51,19.45,0,1,0
"30666200000000_962",0.26,0,100,0,0,39.71,1990,144563,10,30.14,241,32.73,22.48,41.51,19.45,0,1,0
"30665300000000_964",0.26,0,98.08,0,1.92,33.73,1901,120729,30,19.52,42,32.14,22.48,38.03,17.9,0,1,0
"36677400000000_981",0.26,0,67.2,0,32.8,38.53,1959,55417,49,4.55,27.5,24.85,22.48,66.48,22.45,0,1,0
"19648400000000_1035",0.26,0,99.21,0,0.79,38.61,1990,117292,81,11.97,1894.5,28.45,34.92,55.98,14.95,0,1,0
"56725400000000_1059",0.26,0,100,0,0,35.8,2008,103750,95,28.2,13,57,26.69,37.91,19.65,0,1,0
"19648400000000_1092",0.26,0,100,0,0,38.73,2014,95250,81,6.96,241,30.71,34.92,45.84,10.7,0,1,0
"15638300000000_1142",0.26,0,23.59,0,76.41,42.05,2008,114760,29,21.93,32.5,62.2,27.08,27.3,50.3,0,1,0
"15638300000000_1143",0.26,0,49.55,0,51.36,42.05,2006,114760,29,21.93,205,62.2,27.08,27.3,50.3,0,1,0
"33670800000000_1255",0.26,0,95,0,5,40.53,1992,73289,92,73.6,1523.5,69.41,31.72,22.39,30.85,0,1,0
"33670800000000_1256",0.26,12.66,38.35,0,39.95,40.53,2004,73289,92,73.6,205,69.41,31.72,22.39,30.85,0,1,0
"19645500000000_1287",0.26,0,97.69,0,2.31,39.65,1901,67130,72,13.24,241,35.93,34.92,66.91,11.3,0,1,0
"30665200000000_1294",0.26,0,100,0,0,37.76,1988,87857,66,15.13,129,24.75,22.48,52.02,9.2,0,1,0
"19648700000000_1300",0.26,0,99.76,0,0.24,37.72,1963,102095,6,24.46,161,41.9,34.92,68.47,22.3,0,1,0
"30666100000000_1309",0.26,0,98.97,0,1.03,35.2,2006,149375,35,12.7,42.5,33.38,22.48,36.79,12.2,0,1,0
"36678800000000_1316",0.26,0,94.1,0,5.9,39.14,1995,48940,88,7.01,205,125.36,34.44,51.85,38.75,0,1,0
"56724600000000_1324",0.26,0.4,99.6,0,0,33.91,1993,53863,88,17.18,241,50.86,26.69,55.04,29.85,0,1,0
"56724600000000_1326",0.26,0,100,0,0,33.91,1998,53863,88,17.18,241,50.86,26.69,55.04,29.85,0,1,0
"30665500000000_1332",0.26,0,98.4,0,1.6,33.45,2006,87170,32,43.91,221,32.14,22.48,38.03,14.6,0,1,0
"19102000000000_1375",0.26,0,79.33,0,20.67,38.53,1993,66750,100,5.5,55,56.6,34.92,75.08,8.6,0,1,0
"30103100000000_1390",0.26,0,99.41,0,0.59,39.71,2007,115774,83,82.51,241,21.41,22.48,43.31,15.45,0,1,0
"30666500000000_1493",0.26,0,97.92,0,2.08,37.84,2006,76020,40,34.03,278.5,35.92,22.48,51.54,20.45,0,1,0
"56725400000000_1510",0.26,0,92.54,0,7.46,33.17,2009,83060,95,20.4,1523.5,38.6,26.69,43.1,13.55,0,1,0
"36678400000000_1514",0.26,0,86.9,0,13.1,38.84,2006,49216,67,8.26,205,53.4,34.44,40.62,9.6,0,1,0
"30666500000000_1565",0.26,0,100,0,0,38.67,1946,84063,40,15.23,23,36.61,22.48,46.56,9.8,0,1,0
"19648100000000_1589",0.26,0,95.59,0,4.41,39.92,1993,68031,68,16.25,36,48.94,34.92,62.96,17.55,0,1,0
"19648100000000_1590",0.26,0,99.67,0,0.33,39.71,1956,34833,68,16.25,241,48.94,34.92,62.96,17.55,0,1,0
"54105500000000_1602",0.26,0,89.76,0,10.24,40.96,2000,70268,43,5.5,164,39.27,28.45,59.07,31.5,0,1,0
"54105500000000_1603",0.26,0,95.65,0,4.35,40.84,2000,63616,43,5.5,1894.5,39.27,28.45,59.07,10.8,0,1,0
"54105500000000_1605",0.26,0,58.33,0,41.67,40.97,2000,79155,43,5.5,241,39.27,28.45,59.07,22.5,0,1,0
"54105500000000_1610",0.26,0,100,0,0,40.96,2000,63363,43,5.5,278.5,39.27,28.45,59.07,23.55,0,1,0
"19646300000000_1613",0.26,0,100,0,0,37.64,1988,157276,49,12.5,205,85.79,34.92,40.22,30.65,0,1,0
"19647200000000_1633",0.26,0,100,0,0,38.85,2003,79239,71,16.2,336,53.28,34.92,60.86,31.95,0,1,0
"19647200000000_1634",0.26,0,97.67,0,2.33,38.79,1955,52857,71,16.2,1894.5,53.28,34.92,60.86,31.95,0,1,0
"19647200000000_1635",0.26,0,100,0,0,38.91,2001,74205,71,16.2,278.5,53.28,34.92,60.86,31.95,0,1,0
"19647200000000_1643",0.26,0,100,0,0,38.98,1993,69063,71,14.08,85.5,46.47,34.92,73.31,40.1,0,1,0
"19647200000000_1644",0.26,0,100,0,0,38.86,1994,65875,71,14.08,85.5,46.47,34.92,73.31,40.1,0,1,0
"19647200000000_1645",0.26,0,99.68,0,0.96,38.98,1951,103958,71,14.08,112.5,46.47,34.92,73.31,40.1,0,1,0
"30666500000000_1647",0.26,0,100,0,0,38.52,2005,153030,40,16.19,241,23.31,22.48,44.35,5.2,0,1,0
"30666500000000_1649",0.26,0,100,0,0,38.61,2005,153030,40,16.19,148.5,23.31,22.48,44.35,5.2,0,1,0
"36678800000000_1718",0.26,0,100,0,0,40.33,2006,41328,88,12.98,241,95.94,34.44,55.23,44.6,0,1,0
"30665200000000_1735",0.26,0,98.18,0,1.82,37.3,1998,131563,66,10.27,16,36.99,22.48,42.28,25.3,0,1,0
"54722300000000_1743",0.26,0,98.77,0,1.23,39.64,1997,71853,50,10.96,38.5,71.67,28.45,46.59,15.95,0,1,0
"19645300000000_1821",0.26,0,98.5,0,1.5,38.73,1949,66759,76,10,13,60.9,34.92,55.83,32.7,0,1,0
"36677100000000_1843",0.26,0,98.57,0,1.43,39.99,2003,59300,82,15.4,42.5,49.37,34.44,43.11,22.35,0,1,0
"56725400000000_1860",0.26,0,100,0,0,34.3,2007,65987,95,19.63,13,32.55,26.69,27.61,35.15,0,1,0
"19646900000000_1865",0.26,0,99.38,0,0.62,37.97,2016,125949,90,17.49,13,62.79,34.92,52.84,9.85,0,1,0
"30665200000000_1866",0.26,0,100,0,0,37.42,2014,89922,66,25.09,16,38.91,22.48,41.2,60.55,0,1,0
"30647700000000_1928",0.26,0,99.92,0,0.08,38.11,1951,118125,0,19.66,241,41.88,34.92,44.38,13.05,0,1,0
"30647700000000_1929",0.26,0,95.77,0,0.73,38.11,1906,118125,0,12.62,241,41.88,34.92,44.38,13.65,0,1,0
"30666100000000_1955",0.26,7.73,85.02,3.86,3.38,34.85,1957,124745,35,14.53,13,40.91,22.48,42.7,10.65,0,1,0
"36678800000000_2108",0.26,0,97.37,0,2.63,40.05,1972,38361,88,11.23,241,67,34.44,52.53,33.3,0,1,0
"54720700000000_2132",0.26,0,98.81,0,1.19,40.09,1985,38515,0,17.39,241,61.64,28.45,46.22,22.3,0,1,0
"30664700000000_2135",0.26,0,96.58,0,3.42,36.95,1929,74750,54,16.05,38.5,50.98,22.48,43.48,25.35,0,1,0
"42767900000000_2161",0.26,0,100,0,0,35.42,2000,64712,62,11.28,98.5,48.54,24.3,45.72,23.5,0,1,0
"16101700000000_2199",0.26,0,100,0,0,39.89,1909,33500,100,6.41,205,108.13,42.51,45.58,18.5,0,1,0
"54720700000000_2252",0.26,0,100,0,0,40.16,1891,38515,0,2,1523.5,61.64,28.45,46.22,35.35,0,1,0
"54720700000000_2253",0.26,0,77.82,0,13.12,40.16,2008,38515,0,43.02,1523.5,61.64,28.45,46.22,22.8,0,1,0
"33751800000000_2286",0.26,0,82.02,0,17.98,39.04,1892,87554,64,14.58,13,37.38,31.72,41.92,14.35,0,1,0
"54720700000000_2300",0.26,0,99.12,0,14.86,40.16,1959,38515,0,10.27,13,61.64,28.45,46.22,64.05,0,1,0
"54720700000000_2301",0.26,0,100,0,2.44,40.16,2002,38515,0,12.85,13,61.64,28.45,46.22,18.3,0,1,0
"19649200000000_2318",0.26,0,100,0,0,34.45,1953,148147,0,27.06,1523.5,20.23,34.92,40.91,3.8,0,1,0
"19649200000000_2319",0.26,0,100,0,3.04,34.45,1971,158958,0,66.88,199,20.23,34.92,40.91,9.6,0,1,0
"19643800000000_2429",0.26,0,100,0,0,38.54,2017,66106,65,50.33,42.5,36.66,34.92,37.57,21.7,0,1,0
"36679600000000_2431",0.26,0,84.18,0,15.82,39.71,2005,25863,77,21.98,205,38.8,34.44,34.54,28.75,0,1,0
"56739400000000_2439",0.26,0,81.66,0,18.34,39.73,2010,63611,34,18.01,23,30.68,26.69,49.44,21.6,0,1,0
"36679600000000_2440",0.26,0,96.55,0,3.45,39.67,1923,25863,77,10.59,14.5,38.8,34.44,34.54,35.95,0,1,0
"19644500000000_2486",0.26,0,100,0,0,38.89,1960,55119,75,15.25,13,50.6,34.92,51.42,19.3,0,1,0
"19647700000000_2495",0.26,0,97.85,0,2.15,37.91,1934,87710,39,10.23,13,41.88,34.92,44.38,6.9,0,1,0
"56726000000000_2503",0.26,0,99.04,0,0.96,40.08,1953,67768,60,12.04,241,38.86,26.69,42.69,2.9,0,1,0
"33670800000000_2512",0.26,0,100,0,0,41.1,2002,67721,92,33.13,205,68.63,31.72,34.06,41.65,0,1,0
"19644400000000_2541",0.26,0,99.8,0,0.2,38.61,1999,129250,70,65.88,241,52.36,34.92,40.4,21.6,0,1,0
"19644400000000_2542",0.26,0,97.77,0,11,38.61,2006,129250,70,7.53,13,52.36,34.92,40.4,30.45,0,1,0
"36679000000000_2544",0.26,0,100,0,0,37.17,1957,81016,0,5.5,16,68.91,34.44,57.52,17.4,0,1,0
"30664700000000_2576",0.26,0,98.73,0,0,36.95,1957,74750,54,12.79,13,50.98,22.48,43.48,10.9,0,1,0
"30665100000000_2603",0.26,0,99.6,0,0.4,38.05,2003,97875,27,17.7,36,31.4,22.48,50.2,15.55,0,1,0
"33671200000000_2617",0.26,0,90.91,0,9.09,39.98,1990,99357,49,22.34,205,56.33,31.72,28.62,13.9,0,1,0
"33670900000000_2627",0.26,0,94.83,0,5.17,37.91,2011,71667,48,10.52,112.5,54.35,31.72,62.83,62,0,1,0
"33669900000000_2735",0.26,0,96.4,0,3.6,38.6,2007,46500,89,10.84,241,60.02,31.72,51.47,34.4,0,1,0
"36677100000000_2740",0.26,0,98.71,0,1.29,39.03,2000,56765,82,18.63,13,62.8,34.44,48.37,23.15,0,1,0
"30666200000000_2744",0.26,0,100,0,0,38.05,1958,120586,10,40.92,161,32.91,22.48,56.41,23.7,0,1,0
"56724600000000_2776",0.26,0,99.82,0,0.18,35.05,1999,93229,88,26.67,42,52.26,26.69,42.64,24.7,0,1,0
"19753400000000_2778",0.26,0,100,0,0,34.21,1972,169403,22,23.58,27.5,16.47,34.92,49.83,7.25,0,1,0
"54755200000000_2843",0.26,0,100,0,0,40.16,1996,38515,95,23.98,13,61.64,28.45,46.22,19.05,0,1,0
"30666200000000_2846",0.26,0,99.04,0,0.96,39.6,1991,125864,10,31.08,645,39.4,22.48,60.39,19.45,0,1,0
"30666200000000_2857",0.26,0,99.53,0,0.47,39.39,1956,63259,10,21.77,1894.5,29.7,22.48,46.19,19.85,0,1,0
"19645400000000_2946",0.26,0,100,0,0,34.33,2000,92750,39,15.39,278.5,22.71,34.92,55.79,4.4,0,1,0
"56725600000000_2955",0.26,1.55,83.36,0,15.09,34.52,2006,94171,58,13.41,42.5,45.35,26.69,51.9,20.4,0,1,0
"33103300000000_2975",0.26,0,100,0,0,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,6.2,0,1,0
"33103300000000_2976",0.26,0,100,0,14.4,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,12.85,0,1,0
"33103300000000_2977",0.26,0,98.9,0,5.19,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,4.95,0,1,0
"33103300000000_2978",0.26,0,100,0,0,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,23.15,0,1,0
"33103300000000_2979",0.26,0,99.63,0,49.56,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,11.45,0,1,0
"33103300000000_2980",0.26,0,100,0,0,42.41,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,22.65,0,1,0
"33103300000000_2981",0.26,0,100,0,1.67,42.34,2006,72857,65,280.47,1894.5,33.17,31.72,39.06,12.1,0,1,0
"33103300000000_2988",0.26,0,98.47,0,1.03,42.23,2007,91078,65,221.59,1894.5,54.1,31.72,59.35,50.75,0,1,0
"33670900000000_3064",0.26,0,92.46,0,7.54,38.52,2001,157276,48,46.66,220,57.33,31.72,52.7,30,0,1,0
"30666500000000_3065",0.26,0,100,0,0,39.67,2006,67821,40,11.6,241,36.61,22.48,46.56,24.15,0,1,0
